"NAME","DP03_0062E","state","county",
"Grand Traverse County, Michigan","50830","26","055",
"Ingham County, Michigan","44569","26","065",
"Isabella County, Michigan","37488","26","073",
"Jackson County, Michigan","43668","26","075",
"Kalamazoo County, Michigan","45854","26","077",
"Kent County, Michigan","51992","26","081",
"Lapeer County, Michigan","52960","26","087",
"Lenawee County, Michigan","45938","26","091",
"Livingston County, Michigan","70707","26","093",
"Macomb County, Michigan","52851","26","099",
"Marquette County, Michigan","45011","26","103",
"Midland County, Michigan","49913","26","111",
"Monroe County, Michigan","53561","26","115",
"Muskegon County, Michigan","41630","26","121",
"Oakland County, Michigan","67202","26","125",
"Ottawa County, Michigan","57517","26","139",
"Saginaw County, Michigan","41548","26","145",
"St. Clair County, Michigan","50285","26","147",
"Shiawassee County, Michigan","41892","26","155",
"Van Buren County, Michigan","45081","26","159",
"Washtenaw County, Michigan","59660","26","161",
"Wayne County, Michigan","40487","26","163",
"Anoka County, Minnesota","70800","27","003",
"Blue Earth County, Minnesota","51858","27","013",
"Carver County, Minnesota","82333","27","019",
"Dakota County, Minnesota","73475","27","037",
"Hennepin County, Minnesota","64379","27","053",
"Olmsted County, Minnesota","65665","27","109",
"Ramsey County, Minnesota","56734","27","123",
"Rice County, Minnesota","58584","27","131",
"St. Louis County, Minnesota","45895","27","137",
"Scott County, Minnesota","83173","27","139",
"Sherburne County, Minnesota","76036","27","141",
"Stearns County, Minnesota","57763","27","145",
"Washington County, Minnesota","80748","27","163",
"Wright County, Minnesota","71917","27","171",
"DeSoto County, Mississippi","58959","28","033",
"Forrest County, Mississippi","35422","28","035",
"Harrison County, Mississippi","42070","28","047",
"Hinds County, Mississippi","33719","28","049",
"Jackson County, Mississippi","47891","28","059",
"Jones County, Mississippi","33915","28","067",
"Lauderdale County, Mississippi","32217","28","075",
"Lee County, Mississippi","42882","28","081",
"Madison County, Mississippi","66400","28","089",
"Rankin County, Mississippi","55209","28","121",
"Boone County, Missouri","48953","29","019",
"Buchanan County, Missouri","43895","29","021",
"Cape Girardeau County, Missouri","42760","29","031",
"Cass County, Missouri","64144","29","037",
"Christian County, Missouri","51342","29","043",
"Clay County, Missouri","60541","29","047",
"Cole County, Missouri","50780","29","051",
"Franklin County, Missouri","50502","29","071",
"Greene County, Missouri","37779","29","077",
"Jackson County, Missouri","46768","29","095",
"Jasper County, Missouri","40967","29","097",
"Jefferson County, Missouri","55089","29","099",
"Platte County, Missouri","63438","29","165",
"St. Charles County, Missouri","70137","29","183",
"St. Francois County, Missouri","37349","29","187",
"St. Louis County, Missouri","59290","29","189",
"St. Louis city, Missouri","34488","29","510",
"Cascade County, Montana","43947","30","013",
"Flathead County, Montana","47802","30","029",
"Gallatin County, Montana","58809","30","031",
"Lewis and Clark County, Montana","54954","30","049",
"Missoula County, Montana","48077","30","063",
"Yellowstone County, Montana","52610","30","111",
"Douglas County, Nebraska","51728","31","055",
"Lancaster County, Nebraska","52019","31","109",
"Sarpy County, Nebraska","65706","31","153",
"Clark County, Nevada","51057","32","003",
"Washoe County, Nevada","53588","32","031",
"Cheshire County, New Hampshire","51945","33","005",
"Grafton County, New Hampshire","56370","33","009",
"Hillsborough County, New Hampshire","67574","33","011",
"Merrimack County, New Hampshire","65662","33","013",
"Rockingham County, New Hampshire","74782","33","015",
"Strafford County, New Hampshire","60692","33","017",
"Atlantic County, New Jersey","52127","34","001",
"Bergen County, New Jersey","81670","34","003",
"Burlington County, New Jersey","77398","34","005",
"Camden County, New Jersey","58006","34","007",
"Cape May County, New Jersey","60560","34","009",
"Cumberland County, New Jersey","45978","34","011",
"Essex County, New Jersey","53610","34","013",
"Gloucester County, New Jersey","71355","34","015",
"Hudson County, New Jersey","56079","34","017",
"Hunterdon County, New Jersey","110457","34","019",
"Mercer County, New Jersey","70857","34","021",
"Middlesex County, New Jersey","76848","34","023",
"Monmouth County, New Jersey","83749","34","025",
"Morris County, New Jersey","100176","34","027",
"Ocean County, New Jersey","60227","34","029",
"Passaic County, New Jersey","58898","34","031",
"Salem County, New Jersey","61943","34","033",
"Somerset County, New Jersey","97219","34","035",
"Sussex County, New Jersey","88407","34","037",
"Union County, New Jersey","64593","34","039",
"Warren County, New Jersey","67208","34","041",
"Bernalillo County, New Mexico","48257","35","001",
"Chaves County, New Mexico","45753","35","005",
"Doña Ana County, New Mexico","36343","35","013",
"Lea County, New Mexico","56191","35","025",
"McKinley County, New Mexico","24945","35","031",
"Otero County, New Mexico","44102","35","035",
"Sandoval County, New Mexico","55825","35","043",
"San Juan County, New Mexico","43787","35","045",
"Santa Fe County, New Mexico","51833","35","049",
"Valencia County, New Mexico","40075","35","061",
"Albany County, New York","55778","36","001",
"Bronx County, New York","33009","36","005",
"Broome County, New York","45560","36","007",
"Cattaraugus County, New York","40362","36","009",
"Cayuga County, New York","50154","36","011",
"Chautauqua County, New York","40413","36","013",
"Chemung County, New York","45237","36","015",
"Clinton County, New York","43892","36","019",
"Dutchess County, New York","70056","36","027",
"Erie County, New York","51245","36","029",
"Jefferson County, New York","46683","36","045",
"Kings County, New York","47520","36","047",
"Livingston County, New York","52061","36","051",
"Madison County, New York","52300","36","053",
"Monroe County, New York","51665","36","055",
"Nassau County, New York","96193","36","059",
"New York County, New York","72190","36","061",
"Niagara County, New York","46775","36","063",
"Oneida County, New York","43702","36","065",
"Onondaga County, New York","52110","36","067",
"Ontario County, New York","58165","36","069",
"Orange County, New York","68950","36","071",
"Oswego County, New York","46533","36","075",
"Putnam County, New York","93746","36","079",
"Queens County, New York","56599","36","081",
"Rensselaer County, New York","57438","36","083",
"Richmond County, New York","69633","36","085",
"Rockland County, New York","80942","36","087",
"St. Lawrence County, New York","45157","36","089",
"Saratoga County, New York","70673","36","091",
"Schenectady County, New York","54293","36","093",
"Steuben County, New York","47046","36","101",
"Suffolk County, New York","85439","36","103",
"Sullivan County, New York","47805","36","105",
"Tompkins County, New York","48516","36","109",
"Ulster County, New York","58429","36","111",
"Warren County, New York","55593","36","113",
"Wayne County, New York","50242","36","117",
"Westchester County, New York","84220","36","119",
"Alamance County, North Carolina","42512","37","001",
"Brunswick County, North Carolina","47334","37","019",
"Buncombe County, North Carolina","46431","37","021",
"Burke County, North Carolina","33379","37","023",
"Cabarrus County, North Carolina","54307","37","025",
"Caldwell County, North Carolina","32386","37","027",
"Carteret County, North Carolina","45231","37","031",
"Catawba County, North Carolina","42859","37","035",
"Chatham County, North Carolina","56550","37","037",
"Cleveland County, North Carolina","40581","37","045",
"Craven County, North Carolina","44963","37","049",
"Cumberland County, North Carolina","43609","37","051",
"Davidson County, North Carolina","38803","37","057",
"Durham County, North Carolina","52488","37","063",
"Forsyth County, North Carolina","45580","37","067",
"Gaston County, North Carolina","41728","37","071",
"Guilford County, North Carolina","45726","37","081",
"Harnett County, North Carolina","45533","37","085",
"Henderson County, North Carolina","44036","37","089",
"Iredell County, North Carolina","49488","37","097",
"Johnston County, North Carolina","50492","37","101",
"Lincoln County, North Carolina","49079","37","109",
"Mecklenburg County, North Carolina","54278","37","119",
"Moore County, North Carolina","49959","37","125",
"Nash County, North Carolina","40057","37","127",
"New Hanover County, North Carolina","48688","37","129",
"Onslow County, North Carolina","44673","37","133",
"Orange County, North Carolina","59409","37","135",
"Pitt County, North Carolina","40639","37","147",
"Randolph County, North Carolina","40109","37","151",
"Robeson County, North Carolina","29542","37","155",
"Rockingham County, North Carolina","41335","37","157",
"Rowan County, North Carolina","41154","37","159",
"Rutherford County, North Carolina","34993","37","161",
"Surry County, North Carolina","35579","37","171",
"Union County, North Carolina","63355","37","179",
"Wake County, North Carolina","65160","37","183",
"Wayne County, North Carolina","42193","37","191",
"Wilkes County, North Carolina","31135","37","193",
"Wilson County, North Carolina","41095","37","195",
"Burleigh County, North Dakota","64388","38","015",
"Cass County, North Dakota","52015","38","017",
"Grand Forks County, North Dakota","49248","38","035",
"Ward County, North Dakota","57679","38","101",
"Allen County, Ohio","43030","39","003",
"Ashtabula County, Ohio","40839","39","007",
"Belmont County, Ohio","38224","39","013",
"Butler County, Ohio","55958","39","017",
"Clark County, Ohio","43742","39","023",
"Clermont County, Ohio","61702","39","025",
"Columbiana County, Ohio","42100","39","029",
"Cuyahoga County, Ohio","43501","39","035",
"Delaware County, Ohio","84159","39","041",
"Erie County, Ohio","46073","39","043",
"Fairfield County, Ohio","56286","39","045",
"Franklin County, Ohio","51460","39","049",
"Geauga County, Ohio","66428","39","055",
"Greene County, Ohio","59872","39","057",
"Hamilton County, Ohio","46967","39","061",
"Hancock County, Ohio","46382","39","063",
"Jefferson County, Ohio","37012","39","081",
"Lake County, Ohio","54906","39","085",
"Licking County, Ohio","54875","39","089",
"Lorain County, Ohio","52687","39","093",
"Lucas County, Ohio","40245","39","095",
"Mahoning County, Ohio","40843","39","099",
"Marion County, Ohio","41849","39","101",
"Medina County, Ohio","66477","39","103",
"Miami County, Ohio","51581","39","109",
"Montgomery County, Ohio","42776","39","113",
"Muskingum County, Ohio","39212","39","119",
"Portage County, Ohio","52337","39","133",
"Richland County, Ohio","39455","39","139",
"Ross County, Ohio","40493","39","141",
"Scioto County, Ohio","37351","39","145",
"Stark County, Ohio","44979","39","151",
"Summit County, Ohio","49232","39","153",
"Trumbull County, Ohio","41798","39","155",
"Tuscarawas County, Ohio","44130","39","157",
"Warren County, Ohio","73432","39","165",
"Wayne County, Ohio","49849","39","169",
"Wood County, Ohio","51680","39","173",
"Canadian County, Oklahoma","63549","40","017",
"Cleveland County, Oklahoma","54340","40","027",
"Comanche County, Oklahoma","41488","40","031",
"Creek County, Oklahoma","44469","40","037",
"Muskogee County, Oklahoma","39130","40","101",
"Oklahoma County, Oklahoma","45810","40","109",
"Payne County, Oklahoma","36087","40","119",
"Pottawatomie County, Oklahoma","45012","40","125",
"Rogers County, Oklahoma","54425","40","131",
"Tulsa County, Oklahoma","47949","40","143",
"Wagoner County, Oklahoma","52108","40","145",
"Benton County, Oregon","47808","41","003",
"Clackamas County, Oregon","66758","41","005",
"Deschutes County, Oregon","46791","41","017",
"Douglas County, Oregon","40605","41","019",
"Jackson County, Oregon","43363","41","029",
"Josephine County, Oregon","38298","41","033",
"Klamath County, Oregon","36885","41","035",
"Lane County, Oregon","43459","41","039",
"Linn County, Oregon","45130","41","043",
"Marion County, Oregon","46873","41","047",
"Multnomah County, Oregon","54024","41","051",
"Polk County, Oregon","49781","41","053",
"Umatilla County, Oregon","48514","41","059",
"Washington County, Oregon","63238","41","067",
"Yamhill County, Oregon","58612","41","071",
"Adams County, Pennsylvania","59029","42","001",
"Allegheny County, Pennsylvania","51424","42","003",
"Armstrong County, Pennsylvania","43191","42","005",
"Beaver County, Pennsylvania","49937","42","007",
"Berks County, Pennsylvania","56043","42","011",
"Blair County, Pennsylvania","42164","42","013",
"Bucks County, Pennsylvania","73594","42","017",
"Butler County, Pennsylvania","58233","42","019",
"Cambria County, Pennsylvania","41423","42","021",
"Carbon County, Pennsylvania","44017","42","025",
"Centre County, Pennsylvania","53207","42","027",
"Chester County, Pennsylvania","83633","42","029",
"Clearfield County, Pennsylvania","39236","42","033",
"Columbia County, Pennsylvania","46530","42","037",
"Crawford County, Pennsylvania","44575","42","039",
"Cumberland County, Pennsylvania","60088","42","041",
"Dauphin County, Pennsylvania","53816","42","043",
"Delaware County, Pennsylvania","64822","42","045",
"Erie County, Pennsylvania","44292","42","049",
"Fayette County, Pennsylvania","38903","42","051",
"Franklin County, Pennsylvania","54303","42","055",
"Indiana County, Pennsylvania","45266","42","063",
"Lackawanna County, Pennsylvania","45295","42","069",
"Lancaster County, Pennsylvania","56922","42","071",
"Lawrence County, Pennsylvania","43425","42","073",
"Lebanon County, Pennsylvania","55973","42","075",
"Lehigh County, Pennsylvania","54244","42","077",
"Luzerne County, Pennsylvania","45190","42","079",
"Lycoming County, Pennsylvania","47373","42","081",
"Mercer County, Pennsylvania","44222","42","085",
"Monroe County, Pennsylvania","55536","42","089",
"Montgomery County, Pennsylvania","76919","42","091",
"Northampton County, Pennsylvania","60482","42","095",
"Northumberland County, Pennsylvania","41011","42","097",
"Philadelphia County, Pennsylvania","36836","42","101",
"Schuylkill County, Pennsylvania","41114","42","107",
"Somerset County, Pennsylvania","43429","42","111",
"Washington County, Pennsylvania","55124","42","125",
"Westmoreland County, Pennsylvania","51531","42","129",
"York County, Pennsylvania","57065","42","133",
"Kent County, Rhode Island","65631","44","003",
"Newport County, Rhode Island","70299","44","005",
"Providence County, Rhode Island","48159","44","007",
"Washington County, Rhode Island","70433","44","009",
"Aiken County, South Carolina","42259","45","003",
"Anderson County, South Carolina","41135","45","007",
"Beaufort County, South Carolina","57122","45","013",
"Berkeley County, South Carolina","50475","45","015",
"Charleston County, South Carolina","51694","45","019",
"Darlington County, South Carolina","31674","45","031",
"Dorchester County, South Carolina","54582","45","035",
"Florence County, South Carolina","41331","45","041",
"Greenville County, South Carolina","49330","45","045",
"Greenwood County, South Carolina","34029","45","047",
"Horry County, South Carolina","42075","45","051",
"Lancaster County, South Carolina","38500","45","057",
"Laurens County, South Carolina","35406","45","059",
"Lexington County, South Carolina","53990","45","063",
"Oconee County, South Carolina","40565","45","073",
"Orangeburg County, South Carolina","31230","45","075",
"Pickens County, South Carolina","41800","45","077",
"Richland County, South Carolina","47491","45","079",
"Spartanburg County, South Carolina","42103","45","083",
"Sumter County, South Carolina","39780","45","085",
"York County, South Carolina","54439","45","091",
"Minnehaha County, South Dakota","52117","46","099",
"Pennington County, South Dakota","48906","46","103",
"Anderson County, Tennessee","40907","47","001",
"Blount County, Tennessee","44351","47","009",
"Bradley County, Tennessee","42722","47","011",
"Davidson County, Tennessee","47150","47","037",
"Greene County, Tennessee","35981","47","059",
"Hamilton County, Tennessee","47415","47","065",
"Knox County, Tennessee","49165","47","093",
"Madison County, Tennessee","39523","47","113",
"Maury County, Tennessee","45712","47","119",
"Montgomery County, Tennessee","51017","47","125",
"Putnam County, Tennessee","31448","47","141",
"Robertson County, Tennessee","50510","47","147",
"Rutherford County, Tennessee","57174","47","149",
"Sevier County, Tennessee","40715","47","155",
"Shelby County, Tennessee","45226","47","157",
"Sullivan County, Tennessee","40148","47","163",
"Sumner County, Tennessee","55917","47","165",
"Washington County, Tennessee","41349","47","179",
"Williamson County, Tennessee","88759","47","187",
"Wilson County, Tennessee","56278","47","189",
"Angelina County, Texas","42750","48","005",
"Bastrop County, Texas","48652","48","021",
"Bell County, Texas","50656","48","027",
"Bexar County, Texas","49769","48","029",
"Bowie County, Texas","41142","48","037",
