"NAME","DP03_0062E","state","county",
"Clay County, Florida","54827","12","019",
"Collier County, Florida","54126","12","021",
"Columbia County, Florida","36542","12","023",
"Duval County, Florida","43449","12","031",
"Escambia County, Florida","45009","12","033",
"Flagler County, Florida","42856","12","035",
"Hernando County, Florida","36515","12","053",
"Highlands County, Florida","34733","12","055",
"Hillsborough County, Florida","46515","12","057",
"Indian River County, Florida","40413","12","061",
"Lake County, Florida","41083","12","069",
"Lee County, Florida","46278","12","071",
"Leon County, Florida","46443","12","073",
"Manatee County, Florida","47474","12","081",
"Marion County, Florida","37098","12","083",
"Martin County, Florida","44821","12","085",
"Miami-Dade County, Florida","41400","12","086",
"Monroe County, Florida","53637","12","087",
"Nassau County, Florida","53230","12","089",
"Okaloosa County, Florida","52787","12","091",
"Orange County, Florida","45624","12","095",
"Osceola County, Florida","42915","12","097",
"Palm Beach County, Florida","51278","12","099",
"Pasco County, Florida","42704","12","101",
"Pinellas County, Florida","44927","12","103",
"Polk County, Florida","41325","12","105",
"Putnam County, Florida","34025","12","107",
"St. Johns County, Florida","61288","12","109",
"St. Lucie County, Florida","41785","12","111",
"Santa Rosa County, Florida","61031","12","113",
"Sarasota County, Florida","48035","12","115",
"Seminole County, Florida","54986","12","117",
"Sumter County, Florida","45173","12","119",
"Volusia County, Florida","40106","12","127",
"Barrow County, Georgia","47582","13","013",
"Bartow County, Georgia","46187","13","015",
"Bibb County, Georgia","36120","13","021",
"Bulloch County, Georgia","35856","13","031",
"Carroll County, Georgia","43134","13","045",
"Catoosa County, Georgia","42251","13","047",
"Chatham County, Georgia","42390","13","051",
"Cherokee County, Georgia","66993","13","057",
"Clarke County, Georgia","32571","13","059",
"Clayton County, Georgia","36804","13","063",
"Cobb County, Georgia","63069","13","067",
"Columbia County, Georgia","68118","13","073",
"Coweta County, Georgia","61414","13","077",
"DeKalb County, Georgia","49093","13","089",
"Dougherty County, Georgia","30532","13","095",
"Douglas County, Georgia","49981","13","097",
"Fayette County, Georgia","77670","13","113",
"Floyd County, Georgia","37841","13","115",
"Forsyth County, Georgia","85494","13","117",
"Fulton County, Georgia","55369","13","121",
"Glynn County, Georgia","44708","13","127",
"Gwinnett County, Georgia","56423","13","135",
"Hall County, Georgia","49737","13","139",
"Henry County, Georgia","55695","13","151",
"Houston County, Georgia","54457","13","153",
"Liberty County, Georgia","42990","13","179",
"Lowndes County, Georgia","37165","13","185",
"Muscogee County, Georgia","45178","13","215",
"Newton County, Georgia","48974","13","217",
"Paulding County, Georgia","57332","13","223",
"Richmond County, Georgia","37154","13","245",
"Rockdale County, Georgia","50200","13","247",
"Troup County, Georgia","36739","13","285",
"Walker County, Georgia","35824","13","295",
"Walton County, Georgia","48703","13","297",
"Whitfield County, Georgia","34972","13","313",
"Hawaii County, Hawaii","50285","15","001",
"Honolulu County, Hawaii","71404","15","003",
"Kauai County, Hawaii","59238","15","007",
"Maui County, Hawaii","61207","15","009",
"Ada County, Idaho","53909","16","001",
"Bannock County, Idaho","42832","16","005",
"Bonneville County, Idaho","49450","16","019",
"Canyon County, Idaho","41555","16","027",
"Kootenai County, Idaho","46870","16","055",
"Twin Falls County, Idaho","40745","16","083",
"Adams County, Illinois","46378","17","001",
"Champaign County, Illinois","46375","17","019",
"Cook County, Illinois","52174","17","031",
"DeKalb County, Illinois","45901","17","037",
"DuPage County, Illinois","78268","17","043",
"Kane County, Illinois","64638","17","089",
"Kankakee County, Illinois","51703","17","091",
"Kendall County, Illinois","77361","17","093",
"Lake County, Illinois","74334","17","097",
"LaSalle County, Illinois","49183","17","099",
"McHenry County, Illinois","76683","17","111",
"McLean County, Illinois","62117","17","113",
"Macon County, Illinois","44533","17","115",
"Madison County, Illinois","51688","17","119",
"Peoria County, Illinois","46450","17","143",
"Rock Island County, Illinois","50320","17","161",
"St. Clair County, Illinois","46505","17","163",
"Sangamon County, Illinois","55498","17","167",
"Tazewell County, Illinois","61339","17","179",
"Vermilion County, Illinois","40311","17","183",
"Will County, Illinois","72180","17","197",
"Williamson County, Illinois","40658","17","199",
"Winnebago County, Illinois","49144","17","201",
"Allen County, Indiana","48962","18","003",
"Bartholomew County, Indiana","53671","18","005",
"Clark County, Indiana","50075","18","019",
"Delaware County, Indiana","37032","18","035",
"Elkhart County, Indiana","45315","18","039",
"Floyd County, Indiana","53990","18","043",
"Grant County, Indiana","38877","18","053",
"Hamilton County, Indiana","85567","18","057",
"Hancock County, Indiana","62794","18","059",
"Hendricks County, Indiana","70867","18","063",
"Howard County, Indiana","38849","18","067",
"Johnson County, Indiana","61597","18","081",
"Kosciusko County, Indiana","49301","18","085",
"Lake County, Indiana","48120","18","089",
"LaPorte County, Indiana","46048","18","091",
"Madison County, Indiana","42933","18","095",
"Marion County, Indiana","41409","18","097",
"Monroe County, Indiana","38435","18","105",
"Morgan County, Indiana","50519","18","109",
"Porter County, Indiana","63050","18","127",
"St. Joseph County, Indiana","45225","18","141",
"Tippecanoe County, Indiana","42507","18","157",
"Vanderburgh County, Indiana","41445","18","163",
"Vigo County, Indiana","40646","18","167",
"Wayne County, Indiana","33385","18","177",
"Black Hawk County, Iowa","49086","19","013",
"Dallas County, Iowa","70198","19","049",
"Dubuque County, Iowa","49793","19","061",
"Johnson County, Iowa","52105","19","103",
"Linn County, Iowa","57460","19","113",
"Polk County, Iowa","57854","19","153",
"Pottawattamie County, Iowa","50171","19","155",
"Scott County, Iowa","52940","19","163",
"Story County, Iowa","49489","19","169",
"Woodbury County, Iowa","42013","19","193",
"Butler County, Kansas","58187","20","015",
"Douglas County, Kansas","50184","20","045",
"Johnson County, Kansas","73227","20","091",
"Leavenworth County, Kansas","59683","20","103",
"Riley County, Kansas","41835","20","161",
"Sedgwick County, Kansas","47311","20","173",
"Shawnee County, Kansas","47982","20","177",
"Wyandotte County, Kansas","37529","20","209",
"Boone County, Kentucky","65909","21","015",
"Bullitt County, Kentucky","57886","21","029",
"Campbell County, Kentucky","55888","21","037",
"Christian County, Kentucky","38843","21","047",
"Daviess County, Kentucky","43885","21","059",
"Fayette County, Kentucky","46248","21","067",
"Hardin County, Kentucky","49233","21","093",
"Jefferson County, Kentucky","45869","21","111",
"Kenton County, Kentucky","53561","21","117",
"McCracken County, Kentucky","43137","21","145",
"Madison County, Kentucky","38005","21","151",
"Pike County, Kentucky","32014","21","195",
"Warren County, Kentucky","41498","21","227",
"Ascension Parish, Louisiana","66315","22","005",
"Bossier Parish, Louisiana","53275","22","015",
"Caddo Parish, Louisiana","40886","22","017",
"Calcasieu Parish, Louisiana","44300","22","019",
"East Baton Rouge Parish, Louisiana","47967","22","033",
"Iberia Parish, Louisiana","43869","22","045",
"Jefferson Parish, Louisiana","45519","22","051",
"Lafayette Parish, Louisiana","47341","22","055",
"Lafourche Parish, Louisiana","48767","22","057",
"Livingston Parish, Louisiana","52397","22","063",
"Orleans Parish, Louisiana","34361","22","071",
"Ouachita Parish, Louisiana","36338","22","073",
"Rapides Parish, Louisiana","41321","22","079",
"St. Landry Parish, Louisiana","35765","22","097",
"St. Tammany Parish, Louisiana","56650","22","103",
"Tangipahoa Parish, Louisiana","34904","22","105",
"Terrebonne Parish, Louisiana","48911","22","109",
"Androscoggin County, Maine","44297","23","001",
"Aroostook County, Maine","38453","23","003",
"Cumberland County, Maine","55503","23","005",
"Kennebec County, Maine","46014","23","011",
"Penobscot County, Maine","41653","23","019",
"York County, Maine","52408","23","031",
"Allegany County, Maryland","38509","24","001",
"Anne Arundel County, Maryland","89179","24","003",
"Baltimore County, Maryland","62444","24","005",
"Calvert County, Maryland","87449","24","009",
"Carroll County, Maryland","80028","24","013",
"Cecil County, Maryland","63036","24","015",
"Charles County, Maryland","90880","24","017",
"Frederick County, Maryland","80765","24","021",
"Harford County, Maryland","76645","24","025",
"Howard County, Maryland","108844","24","027",
"Montgomery County, Maryland","94965","24","031",
"Prince George's County, Maryland","69879","24","033",
"St. Mary's County, Maryland","86358","24","037",
"Washington County, Maryland","53167","24","043",
"Wicomico County, Maryland","51451","24","045",
"Baltimore city, Maryland","39241","24","510",
"Barnstable County, Massachusetts","59453","25","001",
"Berkshire County, Massachusetts","46509","25","003",
"Bristol County, Massachusetts","53689","25","005",
"Essex County, Massachusetts","67888","25","009",
"Franklin County, Massachusetts","55416","25","011",
"Hampden County, Massachusetts","48865","25","013",
"Hampshire County, Massachusetts","59065","25","015",
"Middlesex County, Massachusetts","82226","25","017",
"Norfolk County, Massachusetts","80248","25","021",
"Plymouth County, Massachusetts","73396","25","023",
"Suffolk County, Massachusetts","51049","25","025",
"Worcester County, Massachusetts","62505","25","027",
"Allegan County, Michigan","50078","26","005",
"Bay County, Michigan","44548","26","017",
"Berrien County, Michigan","43526","26","021",
"Calhoun County, Michigan","39190","26","025",
"Clinton County, Michigan","57330","26","037",
"Eaton County, Michigan","55199","26","045",
"Genesee County, Michigan","40323","26","049",
"Grand Traverse County, Michigan","51635","26","055",
"Ingham County, Michigan","43337","26","065",
"Isabella County, Michigan","35593","26","073",
"Jackson County, Michigan","42653","26","075",
"Kalamazoo County, Michigan","44306","26","077",
"Kent County, Michigan","50653","26","081",
"Lapeer County, Michigan","51428","26","087",
"Lenawee County, Michigan","48224","26","091",
"Livingston County, Michigan","75719","26","093",
"Macomb County, Michigan","52185","26","099",
"Marquette County, Michigan","45149","26","103",
"Midland County, Michigan","52356","26","111",
"Monroe County, Michigan","50675","26","115",
"Muskegon County, Michigan","40535","26","121",
"Oakland County, Michigan","63345","26","125",
"Ottawa County, Michigan","54323","26","139",
"Saginaw County, Michigan","40318","26","145",
"St. Clair County, Michigan","44518","26","147",
"Shiawassee County, Michigan","41221","26","155",
"Van Buren County, Michigan","44456","26","159",
"Washtenaw County, Michigan","56330","26","161",
"Wayne County, Michigan","39486","26","163",
"Anoka County, Minnesota","67819","27","003",
"Blue Earth County, Minnesota","49266","27","013",
"Carver County, Minnesota","83194","27","019",
"Dakota County, Minnesota","71382","27","037",
"Hennepin County, Minnesota","62541","27","053",
"Olmsted County, Minnesota","63803","27","109",
"Ramsey County, Minnesota","53925","27","123",
"St. Louis County, Minnesota","46773","27","137",
"Scott County, Minnesota","85382","27","139",
"Sherburne County, Minnesota","69140","27","141",
"Stearns County, Minnesota","54887","27","145",
"Washington County, Minnesota","80246","27","163",
"Wright County, Minnesota","72467","27","171",
"DeSoto County, Mississippi","54102","28","033",
"Forrest County, Mississippi","31584","28","035",
"Harrison County, Mississippi","41098","28","047",
"Hinds County, Mississippi","34581","28","049",
"Jackson County, Mississippi","44824","28","059",
"Jones County, Mississippi","34580","28","067",
"Lauderdale County, Mississippi","35255","28","075",
"Lee County, Mississippi","41202","28","081",
"Madison County, Mississippi","60126","28","089",
"Rankin County, Mississippi","56437","28","121",
"Boone County, Missouri","44201","29","019",
"Buchanan County, Missouri","41756","29","021",
"Cape Girardeau County, Missouri","46090","29","031",
"Cass County, Missouri","54690","29","037",
"Christian County, Missouri","53013","29","043",
"Clay County, Missouri","57002","29","047",
"Cole County, Missouri","50934","29","051",
"Franklin County, Missouri","42214","29","071",
"Greene County, Missouri","40365","29","077",
"Jackson County, Missouri","44401","29","095",
"Jasper County, Missouri","37496","29","097",
"Jefferson County, Missouri","52545","29","099",
"Platte County, Missouri","65449","29","165",
"St. Charles County, Missouri","70230","29","183",
"St. Francois County, Missouri","34129","29","187",
"St. Louis County, Missouri","56309","29","189",
"St. Louis city, Missouri","31997","29","510",
"Cascade County, Montana","41732","30","013",
"Flathead County, Montana","46444","30","029",
"Gallatin County, Montana","52274","30","031",
"Missoula County, Montana","45595","30","063",
"Yellowstone County, Montana","49482","30","111",
"Douglas County, Nebraska","51096","31","055",
"Lancaster County, Nebraska","50220","31","109",
"Sarpy County, Nebraska","66779","31","153",
"Clark County, Nevada","49546","32","003",
"Washoe County, Nevada","49026","32","031",
"Cheshire County, New Hampshire","56238","33","005",
"Grafton County, New Hampshire","52430","33","009",
"Hillsborough County, New Hampshire","69089","33","011",
"Merrimack County, New Hampshire","58742","33","013",
"Rockingham County, New Hampshire","76585","33","015",
"Strafford County, New Hampshire","52227","33","017",
"Atlantic County, New Jersey","51191","34","001",
"Bergen County, New Jersey","82729","34","003",
"Burlington County, New Jersey","74693","34","005",
"Camden County, New Jersey","59280","34","007",
"Cape May County, New Jersey","57001","34","009",
"Cumberland County, New Jersey","47072","34","011",
"Essex County, New Jersey","51009","34","013",
"Gloucester County, New Jersey","72930","34","015",
"Hudson County, New Jersey","57539","34","017",
"Hunterdon County, New Jersey","105186","34","019",
"Mercer County, New Jersey","67991","34","021",
"Middlesex County, New Jersey","77478","34","023",
"Monmouth County, New Jersey","81308","34","025",
"Morris County, New Jersey","95294","34","027",
"Ocean County, New Jersey","59312","34","029",
"Passaic County, New Jersey","59050","34","031",
"Salem County, New Jersey","60360","34","033",
"Somerset County, New Jersey","95825","34","035",
"Sussex County, New Jersey","86625","34","037",
"Union County, New Jersey","65876","34","039",
"Warren County, New Jersey","71086","34","041",
"Bernalillo County, New Mexico","46190","35","001",
"Chaves County, New Mexico","42382","35","005",
"Doña Ana County, New Mexico","37566","35","013",
"Lea County, New Mexico","51504","35","025",
"McKinley County, New Mexico","29696","35","031",
"Otero County, New Mexico","40583","35","035",
"Sandoval County, New Mexico","57754","35","043",
"San Juan County, New Mexico","46385","35","045",
"Santa Fe County, New Mexico","50720","35","049",
"Valencia County, New Mexico","38243","35","061",
"Albany County, New York","58736","36","001",
"Bronx County, New York","32460","36","005",
"Broome County, New York","45175","36","007",
"Cattaraugus County, New York","43468","36","009",
"Cayuga County, New York","50073","36","011",
"Chautauqua County, New York","41376","36","013",
"Chemung County, New York","45974","36","015",
"Clinton County, New York","52161","36","019",
"Dutchess County, New York","66754","36","027",
"Erie County, New York","50506","36","029",
"Jefferson County, New York","46558","36","045",
"Kings County, New York","45230","36","047",
"Livingston County, New York","53123","36","051",
"Madison County, New York","47989","36","053",
"Monroe County, New York","50733","36","055",
"Nassau County, New York","93214","36","059",
"New York County, New York","67099","36","061",
"Niagara County, New York","48464","36","063",
"Oneida County, New York","46728","36","065",
"Onondaga County, New York","52522","36","067",
"Ontario County, New York","52338","36","069",
"Orange County, New York","66458","36","071",
"Oswego County, New York","46961","36","075",
"Putnam County, New York","96223","36","079",
"Queens County, New York","54713","36","081",
"Rensselaer County, New York","60653","36","083",
"Richmond County, New York","70963","36","085",
"Rockland County, New York","82677","36","087",
"St. Lawrence County, New York","42010","36","089",
"Saratoga County, New York","66757","36","091",
"Schenectady County, New York","56293","36","093",
"Steuben County, New York","46445","36","101",
"Suffolk County, New York","86334","36","103",
"Sullivan County, New York","46796","36","105",
"Tompkins County, New York","49930","36","109",
"Ulster County, New York","57566","36","111",
"Warren County, New York","54184","36","113",
"Wayne County, New York","48036","36","117",
"Westchester County, New York","77293","36","119",
"Alamance County, North Carolina","39782","37","001",
"Brunswick County, North Carolina","49124","37","019",
"Buncombe County, North Carolina","43294","37","021",
"Burke County, North Carolina","37287","37","023",
"Cabarrus County, North Carolina","55824","37","025",
"Caldwell County, North Carolina","31391","37","027",
"Carteret County, North Carolina","49853","37","031",
"Catawba County, North Carolina","41420","37","035",
"Chatham County, North Carolina","54705","37","037",
"Cleveland County, North Carolina","35547","37","045",
"Craven County, North Carolina","48402","37","049",
"Cumberland County, North Carolina","45020","37","051",
"Davidson County, North Carolina","43711","37","057",
"Durham County, North Carolina","51094","37","063",
"Forsyth County, North Carolina","42489","37","067",
"Gaston County, North Carolina","41067","37","071",
"Guilford County, North Carolina","42706","37","081",
"Harnett County, North Carolina","45655","37","085",
"Henderson County, North Carolina","45067","37","089",
"Iredell County, North Carolina","49219","37","097",
"Johnston County, North Carolina","47108","37","101",
"Lincoln County, North Carolina","46098","37","109",
"Mecklenburg County, North Carolina","55295","37","119",
"Moore County, North Carolina","49763","37","125",
"Nash County, North Carolina","39962","37","127",
"New Hanover County, North Carolina","51885","37","129",
"Onslow County, North Carolina","44250","37","133",
"Orange County, North Carolina","51095","37","135",
"Pitt County, North Carolina","38589","37","147",
"Randolph County, North Carolina","41550","37","151",
"Robeson County, North Carolina","28293","37","155",
"Rockingham County, North Carolina","35863","37","157",
"Rowan County, North Carolina","40089","37","159",
"Rutherford County, North Carolina","32836","37","161",
"Surry County, North Carolina","36131","37","171",
"Union County, North Carolina","59957","37","179",
"Wake County, North Carolina","63791","37","183",
"Wayne County, North Carolina","37905","37","191",
"Wilkes County, North Carolina","33022","37","193",
"Wilson County, North Carolina","37020","37","195",
"Burleigh County, North Dakota","63258","38","015",
"Cass County, North Dakota","51033","38","017",
"Grand Forks County, North Dakota","42176","38","035",
"Allen County, Ohio","41729","39","003",
"Ashtabula County, Ohio","36015","39","007",
"Belmont County, Ohio","44245","39","013",
"Butler County, Ohio","55687","39","017",
"Clark County, Ohio","39178","39","023",
"Clermont County, Ohio","53087","39","025",
"Columbiana County, Ohio","44210","39","029",
"Cuyahoga County, Ohio","41880","39","035",
"Delaware County, Ohio","85470","39","041",
"Erie County, Ohio","44694","39","043",
"Fairfield County, Ohio","60615","39","045",
"Franklin County, Ohio","50074","39","049",
"Geauga County, Ohio","67264","39","055",
"Greene County, Ohio","52544","39","057",
"Hamilton County, Ohio","46837","39","061",
"Hancock County, Ohio","47947","39","063",
"Jefferson County, Ohio","40566","39","081",
"Lake County, Ohio","54973","39","085",
"Licking County, Ohio","52331","39","089",
"Lorain County, Ohio","49131","39","093",
"Lucas County, Ohio","40529","39","095",
"Mahoning County, Ohio","39642","39","099",
"Marion County, Ohio","43004","39","101",
"Medina County, Ohio","65078","39","103",
"Miami County, Ohio","53101","39","109",
"Montgomery County, Ohio","42524","39","113",
"Muskingum County, Ohio","39266","39","119",
"Portage County, Ohio","52364","39","133",
"Richland County, Ohio","41680","39","139",
"Ross County, Ohio","42951","39","141",
"Scioto County, Ohio","36874","39","145",
"Stark County, Ohio","45617","39","151",
"Summit County, Ohio","48798","39","153",
"Trumbull County, Ohio","41049","39","155",
"Tuscarawas County, Ohio","43702","39","157",
"Warren County, Ohio","72898","39","165",
"Wayne County, Ohio","47946","39","169",
"Wood County, Ohio","49575","39","173",
"Canadian County, Oklahoma","62357","40","017",
"Cleveland County, Oklahoma","53754","40","027",
"Comanche County, Oklahoma","44874","40","031",
"Creek County, Oklahoma","44444","40","037",
"Muskogee County, Oklahoma","37233","40","101",
"Oklahoma County, Oklahoma","43460","40","109",
"Payne County, Oklahoma","35831","40","119",
"Pottawatomie County, Oklahoma","42440","40","125",
"Rogers County, Oklahoma","56041","40","131",
"Tulsa County, Oklahoma","47315","40","143",
"Wagoner County, Oklahoma","54507","40","145",
"Benton County, Oregon","51133","41","003",
"Clackamas County, Oregon","64410","41","005",
"Deschutes County, Oregon","47576","41","017",
"Douglas County, Oregon","39757","41","019",
"Jackson County, Oregon","44810","41","029",
"Josephine County, Oregon","34430","41","033",
"Klamath County, Oregon","38987","41","035",
"Lane County, Oregon","40675","41","039",
"Linn County, Oregon","43489","41","043",
"Marion County, Oregon","45422","41","047",
"Multnomah County, Oregon","51799","41","051",
"Polk County, Oregon","46827","41","053",
"Umatilla County, Oregon","49148","41","059",
"Washington County, Oregon","63530","41","067",
"Yamhill County, Oregon","47221","41","071",
"Adams County, Pennsylvania","60136","42","001",
"Allegheny County, Pennsylvania","50884","42","003",
"Armstrong County, Pennsylvania","41841","42","005",
"Beaver County, Pennsylvania","47083","42","007",
"Berks County, Pennsylvania","52022","42","011",
"Blair County, Pennsylvania","41258","42","013",
"Bucks County, Pennsylvania","75471","42","017",
"Butler County, Pennsylvania","57185","42","019",
"Cambria County, Pennsylvania","39969","42","021",
"Carbon County, Pennsylvania","50742","42","025",
"Centre County, Pennsylvania","50809","42","027",
"Chester County, Pennsylvania","82442","42","029",
"Clearfield County, Pennsylvania","41817","42","033",
"Columbia County, Pennsylvania","46545","42","037",
"Crawford County, Pennsylvania","42287","42","039",
"Cumberland County, Pennsylvania","57785","42","041",
"Dauphin County, Pennsylvania","52228","42","043",
"Delaware County, Pennsylvania","61065","42","045",
"Erie County, Pennsylvania","46563","42","049",
"Fayette County, Pennsylvania","40410","42","051",
"Franklin County, Pennsylvania","51938","42","055",
"Indiana County, Pennsylvania","44403","42","063",
"Lackawanna County, Pennsylvania","43053","42","069",
"Lancaster County, Pennsylvania","54776","42","071",
"Lawrence County, Pennsylvania","43558","42","073",
"Lebanon County, Pennsylvania","51557","42","075",
"Lehigh County, Pennsylvania","53935","42","077",
"Luzerne County, Pennsylvania","42370","42","079",
"Lycoming County, Pennsylvania","45710","42","081",
"Mercer County, Pennsylvania","42101","42","085",
"Monroe County, Pennsylvania","56178","42","089",
"Montgomery County, Pennsylvania","76953","42","091",
"Northampton County, Pennsylvania","55447","42","095",
"Northumberland County, Pennsylvania","40948","42","097",
"Philadelphia County, Pennsylvania","35386","42","101",
"Schuylkill County, Pennsylvania","45056","42","107",
"Somerset County, Pennsylvania","46263","42","111",
"Washington County, Pennsylvania","54061","42","125",
"Westmoreland County, Pennsylvania","49739","42","129",
"York County, Pennsylvania","55648","42","133",
"Kent County, Rhode Island","60114","44","003",
"Newport County, Rhode Island","64813","44","005",
"Providence County, Rhode Island","48098","44","007",
"Washington County, Rhode Island","70649","44","009",
"Aiken County, South Carolina","45658","45","003",
"Anderson County, South Carolina","39232","45","007",
"Beaufort County, South Carolina","54188","45","013",
"Berkeley County, South Carolina","49500","45","015",
"Charleston County, South Carolina","48593","45","019",
"Darlington County, South Carolina","32922","45","031",
"Dorchester County, South Carolina","53637","45","035",
"Florence County, South Carolina","41251","45","041",
"Greenville County, South Carolina","46654","45","045",
"Greenwood County, South Carolina","35923","45","047",
"Horry County, South Carolina","40353","45","051",
"Lancaster County, South Carolina","44959","45","057",
"Laurens County, South Carolina","34906","45","059",
"Lexington County, South Carolina","52314","45","063",
"Oconee County, South Carolina","37383","45","073",
"Orangeburg County, South Carolina","34185","45","075",
"Pickens County, South Carolina","39052","45","077",
"Richland County, South Carolina","47940","45","079",
"Spartanburg County, South Carolina","40879","45","083",
"Sumter County, South Carolina","39667","45","085",
"York County, South Carolina","50817","45","091",
"Minnehaha County, South Dakota","48338","46","099",
"Pennington County, South Dakota","49546","46","103",
"Anderson County, Tennessee","38421","47","001",
"Blount County, Tennessee","46095","47","009",
"Bradley County, Tennessee","38505","47","011",
"Davidson County, Tennessee","44567","47","037",
"Greene County, Tennessee","34536","47","059",
"Hamilton County, Tennessee","47667","47","065",
"Knox County, Tennessee","46196","47","093",
"Madison County, Tennessee","43161","47","113",
"Maury County, Tennessee","41953","47","119",
"Montgomery County, Tennessee","47850","47","125",
"Putnam County, Tennessee","31563","47","141",
"Robertson County, Tennessee","56234","47","147",
"Rutherford County, Tennessee","53132","47","149",
"Sevier County, Tennessee","43292","47","155",
"Shelby County, Tennessee","44694","47","157",
"Sullivan County, Tennessee","37890","47","163",
"Sumner County, Tennessee","55105","47","165",
"Washington County, Tennessee","42448","47","179",
"Williamson County, Tennessee","90759","47","187",
"Wilson County, Tennessee","56485","47","189",
"Angelina County, Texas","39489","48","005",
"Bastrop County, Texas","49364","48","021",
"Bell County, Texas","49091","48","027",
"Bexar County, Texas","49874","48","029",
"Bowie County, Texas","38924","48","037",
"Brazoria County, Texas","65024","48","039",
"Brazos County, Texas","39898","48","041",
"Cameron County, Texas","30953","48","061",
