"NAME","DP03_0062E","state","county",
"Warren County, Kentucky","50752","21","227",
"Ascension Parish, Louisiana","66576","22","005",
"Bossier Parish, Louisiana","50704","22","015",
"Caddo Parish, Louisiana","39315","22","017",
"Calcasieu Parish, Louisiana","45742","22","019",
"East Baton Rouge Parish, Louisiana","46778","22","033",
"Iberia Parish, Louisiana","46290","22","045",
"Jefferson Parish, Louisiana","46961","22","051",
"Lafayette Parish, Louisiana","51060","22","055",
"Lafourche Parish, Louisiana","41842","22","057",
"Livingston Parish, Louisiana","60466","22","063",
"Orleans Parish, Louisiana","35504","22","071",
"Ouachita Parish, Louisiana","41139","22","073",
"Rapides Parish, Louisiana","40434","22","079",
"St. Landry Parish, Louisiana","27753","22","097",
"St. Tammany Parish, Louisiana","63210","22","103",
"Tangipahoa Parish, Louisiana","40689","22","105",
"Terrebonne Parish, Louisiana","46678","22","109",
"Androscoggin County, Maine","48007","23","001",
"Aroostook County, Maine","35439","23","003",
"Cumberland County, Maine","61992","23","005",
"Kennebec County, Maine","44633","23","011",
"Penobscot County, Maine","42242","23","019",
"York County, Maine","55509","23","031",
"Allegany County, Maryland","39653","24","001",
"Anne Arundel County, Maryland","87217","24","003",
"Baltimore County, Maryland","68257","24","005",
"Calvert County, Maryland","95110","24","009",
"Carroll County, Maryland","85274","24","013",
"Cecil County, Maryland","61940","24","015",
"Charles County, Maryland","88803","24","017",
"Frederick County, Maryland","84203","24","021",
"Harford County, Maryland","79649","24","025",
"Howard County, Maryland","107490","24","027",
"Montgomery County, Maryland","97765","24","031",
"Prince George's County, Maryland","72290","24","033",
"St. Mary's County, Maryland","86417","24","037",
"Washington County, Maryland","55471","24","043",
"Wicomico County, Maryland","53432","24","045",
"Baltimore city, Maryland","42665","24","510",
"Barnstable County, Massachusetts","65384","25","001",
"Berkshire County, Massachusetts","50211","25","003",
"Bristol County, Massachusetts","58057","25","005",
"Essex County, Massachusetts","70366","25","009",
"Franklin County, Massachusetts","55572","25","011",
"Hampden County, Massachusetts","49211","25","013",
"Hampshire County, Massachusetts","56079","25","015",
"Middlesex County, Massachusetts","84464","25","017",
"Norfolk County, Massachusetts","90506","25","021",
"Plymouth County, Massachusetts","74936","25","023",
"Suffolk County, Massachusetts","54585","25","025",
"Worcester County, Massachusetts","65407","25","027",
"Allegan County, Michigan","53796","26","005",
"Bay County, Michigan","46844","26","017",
"Berrien County, Michigan","44031","26","021",
"Calhoun County, Michigan","46088","26","025",
"Clinton County, Michigan","58453","26","037",
"Eaton County, Michigan","57087","26","045",
"Genesee County, Michigan","41682","26","049",
"Grand Traverse County, Michigan","57312","26","055",
"Ingham County, Michigan","45616","26","065",
"Isabella County, Michigan","41931","26","073",
"Jackson County, Michigan","45371","26","075",
"Kalamazoo County, Michigan","45148","26","077",
"Kent County, Michigan","53304","26","081",
"Lapeer County, Michigan","50860","26","087",
"Lenawee County, Michigan","46739","26","091",
"Livingston County, Michigan","73819","26","093",
"Macomb County, Michigan","54792","26","099",
"Marquette County, Michigan","44267","26","103",
"Midland County, Michigan","49194","26","111",
"Monroe County, Michigan","57275","26","115",
"Muskegon County, Michigan","42600","26","121",
"Oakland County, Michigan","69293","26","125",
"Ottawa County, Michigan","60343","26","139",
"Saginaw County, Michigan","44931","26","145",
"St. Clair County, Michigan","50319","26","147",
"Shiawassee County, Michigan","48523","26","155",
"Van Buren County, Michigan","47435","26","159",
"Washtenaw County, Michigan","62845","26","161",
"Wayne County, Michigan","41435","26","163",
"Anoka County, Minnesota","70915","27","003",
"Blue Earth County, Minnesota","48850","27","013",
"Carver County, Minnesota","83594","27","019",
"Dakota County, Minnesota","76213","27","037",
"Hennepin County, Minnesota","64433","27","053",
"Olmsted County, Minnesota","69731","27","109",
"Ramsey County, Minnesota","55101","27","123",
"Rice County, Minnesota","60527","27","131",
"St. Louis County, Minnesota","50040","27","137",
"Scott County, Minnesota","92107","27","139",
"Sherburne County, Minnesota","77532","27","141",
"Stearns County, Minnesota","56040","27","145",
"Washington County, Minnesota","83545","27","163",
"Wright County, Minnesota","77442","27","171",
"DeSoto County, Mississippi","58073","28","033",
"Forrest County, Mississippi","38904","28","035",
"Harrison County, Mississippi","40846","28","047",
"Hinds County, Mississippi","38543","28","049",
"Jackson County, Mississippi","47822","28","059",
"Jones County, Mississippi","36374","28","067",
"Lauderdale County, Mississippi","40333","28","075",
"Lee County, Mississippi","43204","28","081",
"Madison County, Mississippi","67746","28","089",
"Rankin County, Mississippi","58755","28","121",
"Boone County, Missouri","50085","29","019",
"Buchanan County, Missouri","46764","29","021",
"Cape Girardeau County, Missouri","47438","29","031",
"Cass County, Missouri","60849","29","037",
"Christian County, Missouri","51692","29","043",
"Clay County, Missouri","61384","29","047",
"Cole County, Missouri","51210","29","051",
"Franklin County, Missouri","51682","29","071",
"Greene County, Missouri","39611","29","077",
"Jackson County, Missouri","45874","29","095",
"Jasper County, Missouri","39886","29","097",
"Jefferson County, Missouri","59327","29","099",
"Platte County, Missouri","69787","29","165",
"St. Charles County, Missouri","73989","29","183",
"St. Francois County, Missouri","41713","29","187",
"St. Louis County, Missouri","59993","29","189",
"St. Louis city, Missouri","35959","29","510",
"Cascade County, Montana","42170","30","013",
"Flathead County, Montana","47362","30","029",
"Gallatin County, Montana","50238","30","031",
"Lewis and Clark County, Montana","53435","30","049",
"Missoula County, Montana","44289","30","063",
"Yellowstone County, Montana","51508","30","111",
"Douglas County, Nebraska","52505","31","055",
"Lancaster County, Nebraska","51766","31","109",
"Sarpy County, Nebraska","73775","31","153",
"Clark County, Nevada","51214","32","003",
"Washoe County, Nevada","52618","32","031",
"Cheshire County, New Hampshire","56652","33","005",
"Grafton County, New Hampshire","57210","33","009",
"Hillsborough County, New Hampshire","71422","33","011",
"Merrimack County, New Hampshire","62418","33","013",
"Rockingham County, New Hampshire","79922","33","015",
"Strafford County, New Hampshire","58976","33","017",
"Atlantic County, New Jersey","55313","34","001",
"Bergen County, New Jersey","84677","34","003",
"Burlington County, New Jersey","80896","34","005",
"Camden County, New Jersey","62330","34","007",
"Cape May County, New Jersey","56899","34","009",
"Cumberland County, New Jersey","45339","34","011",
"Essex County, New Jersey","54754","34","013",
"Gloucester County, New Jersey","79704","34","015",
"Hudson County, New Jersey","58479","34","017",
"Hunterdon County, New Jersey","103605","34","019",
"Mercer County, New Jersey","74961","34","021",
"Middlesex County, New Jersey","77682","34","023",
"Monmouth County, New Jersey","88413","34","025",
"Morris County, New Jersey","100579","34","027",
"Ocean County, New Jersey","63653","34","029",
"Passaic County, New Jersey","58804","34","031",
"Salem County, New Jersey","57377","34","033",
"Somerset County, New Jersey","100301","34","035",
"Sussex County, New Jersey","82075","34","037",
"Union County, New Jersey","69032","34","039",
"Warren County, New Jersey","71444","34","041",
"Bernalillo County, New Mexico","47134","35","001",
"Chaves County, New Mexico","39696","35","005",
"Doña Ana County, New Mexico","39502","35","013",
"Lea County, New Mexico","61351","35","025",
"McKinley County, New Mexico","27041","35","031",
"Otero County, New Mexico","42603","35","035",
"Sandoval County, New Mexico","55398","35","043",
"San Juan County, New Mexico","48773","35","045",
"Santa Fe County, New Mexico","52809","35","049",
"Valencia County, New Mexico","37628","35","061",
"Albany County, New York","60655","36","001",
"Bronx County, New York","33712","36","005",
"Broome County, New York","46776","36","007",
"Cattaraugus County, New York","44320","36","009",
"Cayuga County, New York","53780","36","011",
"Chautauqua County, New York","41808","36","013",
"Chemung County, New York","50232","36","015",
"Clinton County, New York","53575","36","019",
"Dutchess County, New York","71165","36","027",
"Erie County, New York","50132","36","029",
"Jefferson County, New York","51086","36","045",
"Kings County, New York","47966","36","047",
"Livingston County, New York","48456","36","051",
"Madison County, New York","51873","36","053",
"Monroe County, New York","51217","36","055",
