,NAME,Median Household,state,county,Unnamed: 4
426,"Somerset County, New Jersey",95825,34,35,
427,"Sussex County, New Jersey",86625,34,37,
428,"Union County, New Jersey",65876,34,39,
429,"Warren County, New Jersey",71086,34,41,
430,"Bernalillo County, New Mexico",46190,35,1,
431,"Chaves County, New Mexico",42382,35,5,
432,"Doña Ana County, New Mexico",37566,35,13,
433,"Lea County, New Mexico",51504,35,25,
434,"McKinley County, New Mexico",29696,35,31,
435,"Otero County, New Mexico",40583,35,35,
436,"Sandoval County, New Mexico",57754,35,43,
437,"San Juan County, New Mexico",46385,35,45,
438,"Santa Fe County, New Mexico",50720,35,49,
439,"Valencia County, New Mexico",38243,35,61,
440,"Albany County, New York",58736,36,1,
441,"Bronx County, New York",32460,36,5,
442,"Broome County, New York",45175,36,7,
443,"Cattaraugus County, New York",43468,36,9,
444,"Cayuga County, New York",50073,36,11,
445,"Chautauqua County, New York",41376,36,13,
446,"Chemung County, New York",45974,36,15,
447,"Clinton County, New York",52161,36,19,
448,"Dutchess County, New York",66754,36,27,
449,"Erie County, New York",50506,36,29,
450,"Jefferson County, New York",46558,36,45,
451,"Kings County, New York",45230,36,47,
452,"Livingston County, New York",53123,36,51,
453,"Madison County, New York",47989,36,53,
454,"Monroe County, New York",50733,36,55,
455,"Nassau County, New York",93214,36,59,
456,"New York County, New York",67099,36,61,
457,"Niagara County, New York",48464,36,63,
458,"Oneida County, New York",46728,36,65,
459,"Onondaga County, New York",52522,36,67,
460,"Ontario County, New York",52338,36,69,
461,"Orange County, New York",66458,36,71,
462,"Oswego County, New York",46961,36,75,
463,"Putnam County, New York",96223,36,79,
464,"Queens County, New York",54713,36,81,
465,"Rensselaer County, New York",60653,36,83,
466,"Richmond County, New York",70963,36,85,
467,"Rockland County, New York",82677,36,87,
468,"St. Lawrence County, New York",42010,36,89,
469,"Saratoga County, New York",66757,36,91,
470,"Schenectady County, New York",56293,36,93,
471,"Steuben County, New York",46445,36,101,
472,"Suffolk County, New York",86334,36,103,
473,"Sullivan County, New York",46796,36,105,
474,"Tompkins County, New York",49930,36,109,
475,"Ulster County, New York",57566,36,111,
476,"Warren County, New York",54184,36,113,
477,"Wayne County, New York",48036,36,117,
478,"Westchester County, New York",77293,36,119,
479,"Alamance County, North Carolina",39782,37,1,
480,"Brunswick County, North Carolina",49124,37,19,
481,"Buncombe County, North Carolina",43294,37,21,
482,"Burke County, North Carolina",37287,37,23,
483,"Cabarrus County, North Carolina",55824,37,25,
484,"Caldwell County, North Carolina",31391,37,27,
485,"Carteret County, North Carolina",49853,37,31,
486,"Catawba County, North Carolina",41420,37,35,
487,"Chatham County, North Carolina",54705,37,37,
488,"Cleveland County, North Carolina",35547,37,45,
489,"Craven County, North Carolina",48402,37,49,
490,"Cumberland County, North Carolina",45020,37,51,
491,"Davidson County, North Carolina",43711,37,57,
492,"Durham County, North Carolina",51094,37,63,
493,"Forsyth County, North Carolina",42489,37,67,
494,"Gaston County, North Carolina",41067,37,71,
495,"Guilford County, North Carolina",42706,37,81,
496,"Harnett County, North Carolina",45655,37,85,
497,"Henderson County, North Carolina",45067,37,89,
498,"Iredell County, North Carolina",49219,37,97,
499,"Johnston County, North Carolina",47108,37,101,
500,"Lincoln County, North Carolina",46098,37,109,
501,"Mecklenburg County, North Carolina",55295,37,119,
502,"Moore County, North Carolina",49763,37,125,
503,"Nash County, North Carolina",39962,37,127,
504,"New Hanover County, North Carolina",51885,37,129,
505,"Onslow County, North Carolina",44250,37,133,
506,"Orange County, North Carolina",51095,37,135,
507,"Pitt County, North Carolina",38589,37,147,
508,"Randolph County, North Carolina",41550,37,151,
509,"Robeson County, North Carolina",28293,37,155,
510,"Rockingham County, North Carolina",35863,37,157,
511,"Rowan County, North Carolina",40089,37,159,
512,"Rutherford County, North Carolina",32836,37,161,
513,"Surry County, North Carolina",36131,37,171,
514,"Union County, North Carolina",59957,37,179,
515,"Wake County, North Carolina",63791,37,183,
516,"Wayne County, North Carolina",37905,37,191,
517,"Wilkes County, North Carolina",33022,37,193,
518,"Wilson County, North Carolina",37020,37,195,
519,"Burleigh County, North Dakota",63258,38,15,
520,"Cass County, North Dakota",51033,38,17,
521,"Grand Forks County, North Dakota",42176,38,35,
522,"Allen County, Ohio",41729,39,3,
523,"Ashtabula County, Ohio",36015,39,7,
524,"Belmont County, Ohio",44245,39,13,
525,"Butler County, Ohio",55687,39,17,
526,"Clark County, Ohio",39178,39,23,
527,"Clermont County, Ohio",53087,39,25,
528,"Columbiana County, Ohio",44210,39,29,
529,"Cuyahoga County, Ohio",41880,39,35,
530,"Delaware County, Ohio",85470,39,41,
531,"Erie County, Ohio",44694,39,43,
532,"Fairfield County, Ohio",60615,39,45,
533,"Franklin County, Ohio",50074,39,49,
534,"Geauga County, Ohio",67264,39,55,
535,"Greene County, Ohio",52544,39,57,
536,"Hamilton County, Ohio",46837,39,61,
537,"Hancock County, Ohio",47947,39,63,
538,"Jefferson County, Ohio",40566,39,81,
539,"Lake County, Ohio",54973,39,85,
540,"Licking County, Ohio",52331,39,89,
541,"Lorain County, Ohio",49131,39,93,
542,"Lucas County, Ohio",40529,39,95,
543,"Mahoning County, Ohio",39642,39,99,
544,"Marion County, Ohio",43004,39,101,
545,"Medina County, Ohio",65078,39,103,
546,"Miami County, Ohio",53101,39,109,
547,"Montgomery County, Ohio",42524,39,113,
548,"Muskingum County, Ohio",39266,39,119,
549,"Portage County, Ohio",52364,39,133,
550,"Richland County, Ohio",41680,39,139,
551,"Ross County, Ohio",42951,39,141,
552,"Scioto County, Ohio",36874,39,145,
553,"Stark County, Ohio",45617,39,151,
554,"Summit County, Ohio",48798,39,153,
555,"Trumbull County, Ohio",41049,39,155,
556,"Tuscarawas County, Ohio",43702,39,157,
557,"Warren County, Ohio",72898,39,165,
558,"Wayne County, Ohio",47946,39,169,
559,"Wood County, Ohio",49575,39,173,
560,"Canadian County, Oklahoma",62357,40,17,
561,"Cleveland County, Oklahoma",53754,40,27,
562,"Comanche County, Oklahoma",44874,40,31,
563,"Creek County, Oklahoma",44444,40,37,
564,"Muskogee County, Oklahoma",37233,40,101,
565,"Oklahoma County, Oklahoma",43460,40,109,
566,"Payne County, Oklahoma",35831,40,119,
567,"Pottawatomie County, Oklahoma",42440,40,125,
568,"Rogers County, Oklahoma",56041,40,131,
569,"Tulsa County, Oklahoma",47315,40,143,
570,"Wagoner County, Oklahoma",54507,40,145,
571,"Benton County, Oregon",51133,41,3,
572,"Clackamas County, Oregon",64410,41,5,
573,"Deschutes County, Oregon",47576,41,17,
574,"Douglas County, Oregon",39757,41,19,
575,"Jackson County, Oregon",44810,41,29,
576,"Josephine County, Oregon",34430,41,33,
577,"Klamath County, Oregon",38987,41,35,
578,"Lane County, Oregon",40675,41,39,
579,"Linn County, Oregon",43489,41,43,
580,"Marion County, Oregon",45422,41,47,
581,"Multnomah County, Oregon",51799,41,51,
582,"Polk County, Oregon",46827,41,53,
583,"Umatilla County, Oregon",49148,41,59,
584,"Washington County, Oregon",63530,41,67,
585,"Yamhill County, Oregon",47221,41,71,
586,"Adams County, Pennsylvania",60136,42,1,
587,"Allegheny County, Pennsylvania",50884,42,3,
588,"Armstrong County, Pennsylvania",41841,42,5,
589,"Beaver County, Pennsylvania",47083,42,7,
590,"Berks County, Pennsylvania",52022,42,11,
591,"Blair County, Pennsylvania",41258,42,13,
592,"Bucks County, Pennsylvania",75471,42,17,
593,"Butler County, Pennsylvania",57185,42,19,
594,"Cambria County, Pennsylvania",39969,42,21,
595,"Carbon County, Pennsylvania",50742,42,25,
596,"Centre County, Pennsylvania",50809,42,27,
597,"Chester County, Pennsylvania",82442,42,29,
598,"Clearfield County, Pennsylvania",41817,42,33,
599,"Columbia County, Pennsylvania",46545,42,37,
600,"Crawford County, Pennsylvania",42287,42,39,
601,"Cumberland County, Pennsylvania",57785,42,41,
602,"Dauphin County, Pennsylvania",52228,42,43,
603,"Delaware County, Pennsylvania",61065,42,45,
604,"Erie County, Pennsylvania",46563,42,49,
605,"Fayette County, Pennsylvania",40410,42,51,
606,"Franklin County, Pennsylvania",51938,42,55,
607,"Indiana County, Pennsylvania",44403,42,63,
608,"Lackawanna County, Pennsylvania",43053,42,69,
609,"Lancaster County, Pennsylvania",54776,42,71,
610,"Lawrence County, Pennsylvania",43558,42,73,
611,"Lebanon County, Pennsylvania",51557,42,75,
612,"Lehigh County, Pennsylvania",53935,42,77,
613,"Luzerne County, Pennsylvania",42370,42,79,
614,"Lycoming County, Pennsylvania",45710,42,81,
615,"Mercer County, Pennsylvania",42101,42,85,
616,"Monroe County, Pennsylvania",56178,42,89,
617,"Montgomery County, Pennsylvania",76953,42,91,
618,"Northampton County, Pennsylvania",55447,42,95,
619,"Northumberland County, Pennsylvania",40948,42,97,
620,"Philadelphia County, Pennsylvania",35386,42,101,
621,"Schuylkill County, Pennsylvania",45056,42,107,
622,"Somerset County, Pennsylvania",46263,42,111,
623,"Washington County, Pennsylvania",54061,42,125,
624,"Westmoreland County, Pennsylvania",49739,42,129,
625,"York County, Pennsylvania",55648,42,133,
626,"Kent County, Rhode Island",60114,44,3,
627,"Newport County, Rhode Island",64813,44,5,
628,"Providence County, Rhode Island",48098,44,7,
629,"Washington County, Rhode Island",70649,44,9,
630,"Aiken County, South Carolina",45658,45,3,
631,"Anderson County, South Carolina",39232,45,7,
632,"Beaufort County, South Carolina",54188,45,13,
633,"Berkeley County, South Carolina",49500,45,15,
634,"Charleston County, South Carolina",48593,45,19,
635,"Darlington County, South Carolina",32922,45,31,
636,"Dorchester County, South Carolina",53637,45,35,
637,"Florence County, South Carolina",41251,45,41,
638,"Greenville County, South Carolina",46654,45,45,
639,"Greenwood County, South Carolina",35923,45,47,
640,"Horry County, South Carolina",40353,45,51,
641,"Lancaster County, South Carolina",44959,45,57,
642,"Laurens County, South Carolina",34906,45,59,
643,"Lexington County, South Carolina",52314,45,63,
644,"Oconee County, South Carolina",37383,45,73,
